Version,Subject,Time Step,EnvirInFlow,EnvirOutFlow,UserInFlow,UserOutFlow,AmountInTank,Goal
Linear increase,t20,97,9.760,0.000,0.000,12.500,-0.260,4.000
Linear increase,t20,98,9.840,0.000,2.000,4.000,7.580,4.000
Linear increase,t20,99,9.920,0.000,0.000,10.580,6.920,4.000
Linear increase,t20,100,10.000,0.000,0.000,10.080,6.840,4.000
Linear increase,t22,1,2.080,0.000,1.500,1.500,4.080,4.000
Linear increase,t22,2,2.160,0.000,1.000,1.000,6.240,4.000
Linear increase,t22,3,2.240,0.000,0.000,1.000,7.480,4.000
Linear increase,t22,4,2.320,0.000,0.000,5.000,4.800,4.000
Linear increase,t22,5,2.400,0.000,0.000,2.000,5.200,4.000
Linear increase,t22,6,2.480,0.000,0.000,3.400,4.280,4.000
Linear increase,t22,7,2.560,0.000,0.000,2.480,4.360,4.000
Linear increase,t22,8,2.640,0.000,0.000,2.960,4.040,4.000
Linear increase,t22,9,2.720,0.000,0.000,2.800,3.960,4.000
Linear increase,t22,10,2.800,0.000,0.000,2.840,3.920,4.000
Linear increase,t22,11,2.880,0.000,0.040,2.900,3.940,4.000
Linear increase,t22,12,2.960,0.000,0.060,2.950,4.010,4.000
Linear increase,t22,13,3.040,0.000,0.000,3.050,4.000,4.000
Linear increase,t22,14,3.120,0.000,0.000,3.120,4.000,4.000
Linear increase,t22,15,3.200,0.000,0.000,3.200,4.000,4.000
Linear increase,t22,16,3.280,0.000,0.000,3.280,4.000,4.000
Linear increase,t22,17,3.360,0.000,0.000,3.360,4.000,4.000
Linear increase,t22,18,3.440,0.000,0.000,3.440,4.000,4.000
Linear increase,t22,19,3.520,0.000,0.000,3.520,4.000,4.000
Linear increase,t22,20,3.600,0.000,0.000,3.600,4.000,4.000
Linear increase,t22,21,3.680,0.000,0.000,3.680,4.000,4.000
Linear increase,t22,22,3.760,0.000,0.000,3.760,4.000,4.000
Linear increase,t22,23,3.840,0.000,0.000,3.840,4.000,4.000
Linear increase,t22,24,3.920,0.000,0.000,3.920,4.000,4.000
Linear increase,t22,25,4.000,0.000,0.000,4.000,4.000,4.000
Linear increase,t22,26,4.080,0.000,0.000,4.080,4.000,4.000
Linear increase,t22,27,4.160,0.000,0.000,4.160,4.000,4.000
Linear increase,t22,28,4.240,0.000,0.000,4.240,4.000,4.000
Linear increase,t22,29,4.320,0.000,0.000,4.320,4.000,4.000
Linear increase,t22,30,4.400,0.000,0.000,4.400,4.000,4.000
Linear increase,t22,31,4.480,0.000,0.000,4.480,4.000,4.000
Linear increase,t22,32,4.560,0.000,0.000,4.560,4.000,4.000
Linear increase,t22,33,4.640,0.000,0.000,4.640,4.000,4.000
Linear increase,t22,34,4.720,0.000,0.000,4.720,4.000,4.000
Linear increase,t22,35,4.800,0.000,0.000,4.800,4.000,4.000
Linear increase,t22,36,4.880,0.000,0.000,4.880,4.000,4.000
Linear increase,t22,37,4.960,0.000,0.000,4.960,4.000,4.000
Linear increase,t22,38,5.040,0.000,0.000,5.020,4.020,4.000
Linear increase,t22,39,5.120,0.000,0.000,5.140,4.000,4.000
Linear increase,t22,40,5.200,0.000,0.000,5.200,4.000,4.000
Linear increase,t22,41,5.280,0.000,0.000,5.280,4.000,4.000
Linear increase,t22,42,5.360,0.000,0.000,5.360,4.000,4.000
Linear increase,t22,43,5.440,0.000,0.000,5.440,4.000,4.000
Linear increase,t22,44,5.520,0.000,0.000,5.520,4.000,4.000
Linear increase,t22,45,5.600,0.000,0.000,5.600,4.000,4.000
Linear increase,t22,46,5.680,0.000,0.000,5.680,4.000,4.000
Linear increase,t22,47,5.760,0.000,0.000,5.760,4.000,4.000
Linear increase,t22,48,5.840,0.000,0.000,5.840,4.000,4.000
Linear increase,t22,49,5.920,0.000,0.000,5.920,4.000,4.000
Linear increase,t22,50,6.000,0.000,0.000,6.000,4.000,4.000
Linear increase,t22,51,6.080,0.000,0.000,6.080,4.000,4.000
Linear increase,t22,52,6.160,0.000,0.000,6.160,4.000,4.000
Linear increase,t22,53,6.240,0.000,0.000,6.240,4.000,4.000
Linear increase,t22,54,6.320,0.000,0.000,6.320,4.000,4.000
Linear increase,t22,55,6.400,0.000,0.000,6.400,4.000,4.000
Linear increase,t22,56,6.480,0.000,0.000,6.480,4.000,4.000
Linear increase,t22,57,6.560,0.000,0.000,6.560,4.000,4.000
Linear increase,t22,58,6.640,0.000,0.000,6.640,4.000,4.000
Linear increase,t22,59,6.720,0.000,0.000,6.720,4.000,4.000
Linear increase,t22,60,6.800,0.000,0.000,6.800,4.000,4.000
Linear increase,t22,61,6.880,0.000,0.000,6.880,4.000,4.000
Linear increase,t22,62,6.960,0.000,0.000,6.960,4.000,4.000
Linear increase,t22,63,7.040,0.000,0.000,7.040,4.000,4.000
Linear increase,t22,64,7.120,0.000,0.000,7.120,4.000,4.000
Linear increase,t22,65,7.200,0.000,0.000,7.200,4.000,4.000
Linear increase,t22,66,7.280,0.000,0.000,7.280,4.000,4.000
Linear increase,t22,67,7.360,0.000,0.000,7.360,4.000,4.000
Linear increase,t22,68,7.440,0.000,0.000,7.440,4.000,4.000
Linear increase,t22,69,7.520,0.000,0.000,7.520,4.000,4.000
Linear increase,t22,70,7.600,0.000,0.000,7.600,4.000,4.000
Linear increase,t22,71,7.680,0.000,0.000,7.680,4.000,4.000
Linear increase,t22,72,7.760,0.000,0.000,7.760,4.000,4.000
Linear increase,t22,73,7.840,0.000,0.000,7.840,4.000,4.000
Linear increase,t22,74,7.920,0.000,0.000,7.920,4.000,4.000
Linear increase,t22,75,8.000,0.000,0.000,8.000,4.000,4.000
Linear increase,t22,76,8.080,0.000,0.000,8.080,4.000,4.000
Linear increase,t22,77,8.160,0.000,0.000,8.160,4.000,4.000
Linear increase,t22,78,8.240,0.000,0.000,8.240,4.000,4.000
Linear increase,t22,79,8.320,0.000,0.000,8.320,4.000,4.000
Linear increase,t22,80,8.400,0.000,0.000,8.400,4.000,4.000
Linear increase,t22,81,8.480,0.000,0.000,8.480,4.000,4.000
Linear increase,t22,82,8.560,0.000,0.000,8.560,4.000,4.000
Linear increase,t22,83,8.640,0.000,0.000,8.640,4.000,4.000
Linear increase,t22,84,8.720,0.000,0.000,8.720,4.000,4.000
Linear increase,t22,85,8.800,0.000,0.000,8.800,4.000,4.000
Linear increase,t22,86,8.880,0.000,0.000,8.880,4.000,4.000
Linear increase,t22,87,8.960,0.000,0.000,8.960,4.000,4.000
Linear increase,t22,88,9.040,0.000,0.000,9.000,4.040,4.000
Linear increase,t22,89,9.120,0.000,0.000,9.160,4.000,4.000
Linear increase,t22,90,9.200,0.000,0.000,9.200,4.000,4.000
Linear increase,t22,91,9.280,0.000,0.000,9.280,4.000,4.000
Linear increase,t22,92,9.360,0.000,0.000,9.360,4.000,4.000
Linear increase,t22,93,9.440,0.000,0.000,9.440,4.000,4.000
Linear increase,t22,94,9.520,0.000,0.000,9.520,4.000,4.000
Linear increase,t22,95,9.600,0.000,0.000,9.600,4.000,4.000
Linear increase,t22,96,9.680,0.000,0.000,9.680,4.000,4.000
Linear increase,t22,97,9.760,0.000,0.000,9.760,4.000,4.000
Linear increase,t22,98,9.840,0.000,0.000,9.840,4.000,4.000
Linear increase,t22,99,9.920,0.000,0.000,9.920,4.000,4.000
Linear increase,t22,100,10.000,0.000,0.000,10.000,4.000,4.000
Linear increase,t24,1,2.080,0.000,2.000,0.000,6.080,4.000
Linear increase,t24,2,2.160,0.000,0.000,2.180,6.060,4.000
Linear increase,t24,3,2.240,0.000,0.000,4.060,4.240,4.000
Linear increase,t24,4,2.320,0.000,0.000,4.180,2.380,4.000
Linear increase,t24,5,2.400,0.000,0.000,0.000,4.780,4.000
Linear increase,t24,6,2.480,0.000,2.120,0.000,9.380,4.000
Linear increase,t24,7,2.560,0.000,0.000,6.000,5.940,4.000
Linear increase,t24,8,2.640,0.000,0.000,4.000,4.580,4.000
Linear increase,t24,9,2.720,0.000,0.000,3.000,4.300,4.000
Linear increase,t24,10,2.800,0.000,0.000,2.300,4.800,4.000
Linear increase,t24,11,2.880,0.000,0.000,3.000,4.680,4.000
Linear increase,t24,12,2.960,0.000,0.000,4.600,3.040,4.000
Linear increase,t24,13,3.040,0.000,0.000,1.600,4.480,4.000
Linear increase,t24,14,3.120,0.000,0.000,2.800,4.800,4.000
Linear increase,t24,15,3.200,0.000,0.000,3.200,4.800,4.000
Linear increase,t24,16,3.280,0.000,0.000,4.000,4.080,4.000
Linear increase,t24,17,3.360,0.000,0.000,2.600,4.840,4.000
Linear increase,t24,18,3.440,0.000,0.000,4.000,4.280,4.000
Linear increase,t24,19,3.520,0.000,0.000,3.600,4.200,4.000
Linear increase,t24,20,3.600,0.000,0.000,4.000,3.800,4.000
Linear increase,t24,21,3.680,0.000,0.000,2.400,5.080,4.000
Linear increase,t24,22,3.760,0.000,0.000,4.800,4.040,4.000
Linear increase,t24,23,3.840,0.000,0.000,3.840,4.040,4.000
Linear increase,t24,24,3.920,0.000,0.000,3.700,4.260,4.000
Linear increase,t24,25,4.000,0.000,0.000,4.000,4.260,4.000
Linear increase,t24,26,4.080,0.000,0.000,4.200,4.140,4.000
Linear increase,t24,27,4.160,0.000,0.000,4.400,3.900,4.000
Linear increase,t24,28,4.240,0.000,0.000,3.800,4.340,4.000
Linear increase,t24,29,4.320,0.000,0.000,4.800,3.860,4.000
Linear increase,t24,30,4.400,0.000,0.000,4.200,4.060,4.000
Linear increase,t24,31,4.480,0.000,0.000,4.700,3.840,4.000
Linear increase,t24,32,4.560,0.000,0.000,3.900,4.500,4.000
Linear increase,t24,33,4.640,0.000,0.000,4.900,4.240,4.000
Linear increase,t24,34,4.720,0.000,0.000,5.000,3.960,4.000
Linear increase,t24,35,4.800,0.000,0.000,4.760,4.000,4.000
Linear increase,t24,36,4.880,0.000,0.000,4.900,3.980,4.000
Linear increase,t24,37,4.960,0.000,0.000,4.900,4.040,4.000
Linear increase,t24,38,5.040,0.000,0.000,5.040,4.040,4.000
Linear increase,t24,39,5.120,0.000,0.000,5.060,4.100,4.000
Linear increase,t24,40,5.200,0.000,0.000,5.180,4.120,4.000
Linear increase,t24,41,5.280,0.000,0.000,5.240,4.160,4.000
Linear increase,t24,42,5.360,0.000,0.000,5.360,4.160,4.000
Linear increase,t24,43,5.440,0.000,0.000,5.500,4.100,4.000
Linear increase,t24,44,5.520,0.000,0.000,5.640,3.980,4.000
Linear increase,t24,45,5.600,0.000,0.000,5.750,3.830,4.000
Linear increase,t24,46,5.680,0.000,0.000,5.720,3.790,4.000
Linear increase,t24,47,5.760,0.000,0.000,5.600,3.950,4.000
Linear increase,t24,48,5.840,0.000,0.000,5.800,3.990,4.000
Linear increase,t24,49,5.920,0.000,0.000,5.980,3.930,4.000
Linear increase,t24,50,6.000,0.000,0.000,5.960,3.970,4.000
Linear increase,t24,51,6.080,0.000,0.000,6.020,4.030,4.000
Linear increase,t24,52,6.160,0.000,0.000,6.100,4.090,4.000
Linear increase,t24,53,6.240,0.000,0.000,6.280,4.050,4.000
Linear increase,t24,54,6.320,0.000,0.000,6.400,3.970,4.000
Linear increase,t24,55,6.400,0.000,0.000,6.400,3.970,4.000
Linear increase,t24,56,6.480,0.000,0.000,6.460,3.990,4.000
Linear increase,t24,57,6.560,0.000,0.000,6.500,4.050,4.000
Linear increase,t24,58,6.640,0.000,0.000,6.660,4.030,4.000
Linear increase,t24,59,6.720,0.000,0.000,6.720,4.030,4.000
Linear increase,t24,60,6.800,0.000,0.000,6.820,4.010,4.000
Linear increase,t24,61,6.880,0.000,0.000,6.900,3.990,4.000
Linear increase,t24,62,6.960,0.000,0.000,6.980,3.970,4.000
Linear increase,t24,63,7.040,0.000,0.000,7.060,3.950,4.000
Linear increase,t24,64,7.120,0.000,0.000,7.100,3.970,4.000
Linear increase,t24,65,7.200,0.000,0.000,7.160,4.010,4.000
Linear increase,t24,66,7.280,0.000,0.000,7.240,4.050,4.000
Linear increase,t24,67,7.360,0.000,0.000,7.380,4.030,4.000
Linear increase,t24,68,7.440,0.000,0.000,7.460,4.010,4.000
Linear increase,t24,69,7.520,0.000,0.000,7.520,4.010,4.000
Linear increase,t24,70,7.600,0.000,0.000,7.600,4.010,4.000
Linear increase,t24,71,7.680,0.000,0.000,7.680,4.010,4.000
Linear increase,t24,72,7.760,0.000,0.000,7.760,4.010,4.000
Linear increase,t24,73,7.840,0.000,0.000,7.840,4.010,4.000
Linear increase,t24,74,7.920,0.000,0.000,7.920,4.010,4.000
Linear increase,t24,75,8.000,0.000,0.000,8.000,4.010,4.000
Linear increase,t24,76,8.080,0.000,0.000,8.090,4.000,4.000
Linear increase,t24,77,8.160,0.000,0.000,8.160,4.000,4.000
Linear increase,t24,78,8.240,0.000,0.000,8.240,4.000,4.000
Linear increase,t24,79,8.320,0.000,0.000,8.320,4.000,4.000
Linear increase,t24,80,8.400,0.000,0.000,8.400,4.000,4.000
Linear increase,t24,81,8.480,0.000,0.000,8.480,4.000,4.000
Linear increase,t24,82,8.560,0.000,0.000,8.560,4.000,4.000
Linear increase,t24,83,8.640,0.000,0.000,8.640,4.000,4.000
Linear increase,t24,84,8.720,0.000,0.000,8.720,4.000,4.000
Linear increase,t24,85,8.800,0.000,0.000,8.800,4.000,4.000
Linear increase,t24,86,8.880,0.000,0.000,8.880,4.000,4.000
Linear increase,t24,87,8.960,0.000,0.000,8.960,4.000,4.000
Linear increase,t24,88,9.040,0.000,0.000,9.040,4.000,4.000
Linear increase,t24,89,9.120,0.000,0.000,9.120,4.000,4.000
Linear increase,t24,90,9.200,0.000,0.000,9.200,4.000,4.000
Linear increase,t24,91,9.280,0.000,0.000,9.280,4.000,4.000
Linear increase,t24,92,9.360,0.000,0.000,9.360,4.000,4.000
Linear increase,t24,93,9.440,0.000,0.000,9.440,4.000,4.000
Linear increase,t24,94,9.520,0.000,0.000,9.520,4.000,4.000
Linear increase,t24,95,9.600,0.000,0.000,9.600,4.000,4.000
Linear increase,t24,96,9.680,0.000,0.000,9.680,4.000,4.000
Linear increase,t24,97,9.760,0.000,0.000,9.760,4.000,4.000
Linear increase,t24,98,9.840,0.000,0.000,9.840,4.000,4.000
Linear increase,t24,99,9.920,0.000,0.000,9.920,4.000,4.000
Linear increase,t24,100,10.000,0.000,0.000,10.000,4.000,4.000
Linear increase,t26,1,2.080,0.000,2.100,0.100,6.080,4.000
Linear increase,t26,2,2.160,0.000,0.200,2.000,6.440,4.000
Linear increase,t26,3,2.240,0.000,0.100,4.600,4.180,4.000
Linear increase,t26,4,2.320,0.000,0.000,4.480,2.020,4.000
Linear increase,t26,5,2.400,0.000,0.000,0.420,4.000,4.000
Linear increase,t26,6,2.480,0.000,0.000,2.480,4.000,4.000
Linear increase,t26,7,2.560,0.000,0.000,2.560,4.000,4.000
Linear increase,t26,8,2.640,0.000,0.000,2.640,4.000,4.000
Linear increase,t26,9,2.720,0.000,0.000,2.720,4.000,4.000
Linear increase,t26,10,2.800,0.000,0.000,2.800,4.000,4.000
Linear increase,t26,11,2.880,0.000,0.000,2.880,4.000,4.000
Linear increase,t26,12,2.960,0.000,0.000,2.960,4.000,4.000
Linear increase,t26,13,3.040,0.000,0.000,3.040,4.000,4.000
Linear increase,t26,14,3.120,0.000,0.000,3.120,4.000,4.000
Linear increase,t26,15,3.200,0.000,0.000,3.200,4.000,4.000
Linear increase,t26,16,3.280,0.000,0.000,3.280,4.000,4.000
Linear increase,t26,17,3.360,0.000,0.000,3.360,4.000,4.000
Linear increase,t26,18,3.440,0.000,0.000,3.440,4.000,4.000
Linear increase,t26,19,3.520,0.000,0.000,3.520,4.000,4.000
Linear increase,t26,20,3.600,0.000,0.000,3.600,4.000,4.000
Linear increase,t26,21,3.680,0.000,0.000,3.680,4.000,4.000
Linear increase,t26,22,3.760,0.000,0.000,3.760,4.000,4.000
Linear increase,t26,23,3.840,0.000,0.000,3.840,4.000,4.000
Linear increase,t26,24,3.920,0.000,0.000,3.920,4.000,4.000
Linear increase,t26,25,4.000,0.000,0.000,4.000,4.000,4.000
Linear increase,t26,26,4.080,0.000,0.000,4.080,4.000,4.000
Linear increase,t26,27,4.160,0.000,0.000,4.160,4.000,4.000
Linear increase,t26,28,4.240,0.000,0.000,4.240,4.000,4.000
Linear increase,t26,29,4.320,0.000,0.000,4.320,4.000,4.000
Linear increase,t26,30,4.400,0.000,0.000,4.400,4.000,4.000
Linear increase,t26,31,4.480,0.000,0.000,4.480,4.000,4.000
Linear increase,t26,32,4.560,0.000,0.000,4.560,4.000,4.000
Linear increase,t26,33,4.640,0.000,0.000,4.640,4.000,4.000
Linear increase,t26,34,4.720,0.000,1.000,5.720,4.000,4.000
Linear increase,t26,35,4.800,0.000,2.000,6.800,4.000,4.000
Linear increase,t26,36,4.880,0.000,1.000,5.880,4.000,4.000
Linear increase,t26,37,4.960,0.000,0.000,4.960,4.000,4.000
Linear increase,t26,38,5.040,0.000,0.000,5.040,4.000,4.000
Linear increase,t26,39,5.120,0.000,0.000,5.120,4.000,4.000
Linear increase,t26,40,5.200,0.000,0.000,5.200,4.000,4.000
Linear increase,t26,41,5.280,0.000,0.000,5.280,4.000,4.000
Linear increase,t26,42,5.360,0.000,0.000,5.363,3.997,4.000
Linear increase,t26,43,5.440,0.000,0.000,5.440,3.997,4.000
Linear increase,t26,44,5.520,0.000,0.000,5.520,3.997,4.000
Linear increase,t26,45,5.600,0.000,0.000,5.600,3.997,4.000
Linear increase,t26,46,5.680,0.000,0.000,5.680,3.997,4.000
Linear increase,t26,47,5.760,0.000,0.000,5.760,3.997,4.000
Linear increase,t26,48,5.840,0.000,0.000,5.840,3.997,4.000
Linear increase,t26,49,5.920,0.000,0.000,5.920,3.997,4.000
Linear increase,t26,50,6.000,0.000,0.000,6.000,3.997,4.000
Linear increase,t26,51,6.080,0.000,1.000,6.080,4.997,4.000
Linear increase,t26,52,6.160,0.000,0.000,7.160,3.997,4.000
Linear increase,t26,53,6.240,0.000,0.000,7.240,2.997,4.000
Linear increase,t26,54,6.320,0.000,1.000,7.320,2.997,4.000
Linear increase,t26,55,6.400,0.000,1.000,6.400,3.997,4.000
Linear increase,t26,56,6.480,0.000,0.000,6.480,3.997,4.000
Linear increase,t26,57,6.560,0.000,0.000,6.550,4.007,4.000
Linear increase,t26,58,6.640,0.000,0.000,6.620,4.027,4.000
Linear increase,t26,59,6.720,0.000,0.000,6.750,3.997,4.000
Linear increase,t26,60,6.800,0.000,0.000,6.800,3.997,4.000
Linear increase,t26,61,6.880,0.000,0.000,6.880,3.997,4.000
Linear increase,t26,62,6.960,0.000,0.000,6.960,3.997,4.000
Linear increase,t26,63,7.040,0.000,0.000,7.040,3.997,4.000
Linear increase,t26,64,7.120,0.000,0.000,7.120,3.997,4.000
Linear increase,t26,65,7.200,0.000,0.000,7.200,3.997,4.000
Linear increase,t26,66,7.280,0.000,0.000,7.280,3.997,4.000
Linear increase,t26,67,7.360,0.000,0.000,7.360,3.997,4.000
Linear increase,t26,68,7.440,0.000,0.000,7.440,3.997,4.000
Linear increase,t26,69,7.520,0.000,0.000,7.520,3.997,4.000
Linear increase,t26,70,7.600,0.000,0.000,7.600,3.997,4.000
Linear increase,t26,71,7.680,0.000,0.000,7.680,3.997,4.000
Linear increase,t26,72,7.760,0.000,0.000,7.760,3.997,4.000
Linear increase,t26,73,7.840,0.000,0.000,7.840,3.997,4.000
Linear increase,t26,74,7.920,0.000,0.000,7.920,3.997,4.000
Linear increase,t26,75,8.000,0.000,0.000,8.000,3.997,4.000
Linear increase,t26,76,8.080,0.000,0.000,8.080,3.997,4.000
Linear increase,t26,77,8.160,0.000,0.000,8.160,3.997,4.000
Linear increase,t26,78,8.240,0.000,0.000,8.240,3.997,4.000
Linear increase,t26,79,8.320,0.000,0.000,8.320,3.997,4.000
Linear increase,t26,80,8.400,0.000,0.000,8.400,3.997,4.000
Linear increase,t26,81,8.480,0.000,0.000,8.480,3.997,4.000
Linear increase,t26,82,8.560,0.000,0.000,8.560,3.997,4.000
Linear increase,t26,83,8.640,0.000,0.000,8.640,3.997,4.000
Linear increase,t26,84,8.720,0.000,0.000,8.720,3.997,4.000
Linear increase,t26,85,8.800,0.000,0.000,8.800,3.997,4.000
Linear increase,t26,86,8.880,0.000,0.000,8.880,3.997,4.000
Linear increase,t26,87,8.960,0.000,0.000,8.960,3.997,4.000
Linear increase,t26,88,9.040,0.000,0.000,9.040,3.997,4.000
Linear increase,t26,89,9.120,0.000,0.000,9.120,3.997,4.000
Linear increase,t26,90,9.200,0.000,0.000,9.200,3.997,4.000
Linear increase,t26,91,9.280,0.000,0.000,9.280,3.997,4.000
Linear increase,t26,92,9.360,0.000,0.000,9.360,3.997,4.000
Linear increase,t26,93,9.440,0.000,0.000,9.440,3.997,4.000
Linear increase,t26,94,9.520,0.000,0.000,9.520,3.997,4.000
Linear increase,t26,95,9.600,0.000,0.000,9.600,3.997,4.000
Linear increase,t26,96,9.680,0.000,0.000,9.680,3.997,4.000
Linear increase,t26,97,9.760,0.000,0.000,9.760,3.997,4.000
Linear increase,t26,98,9.840,0.000,0.000,9.840,3.997,4.000
Linear increase,t26,99,9.920,0.000,0.000,9.920,3.997,4.000
Linear increase,t26,100,10.000,0.000,0.000,10.000,3.997,4.000
Linear increase,t28,1,2.080,0.000,2.000,0.000,6.080,4.000
Linear increase,t28,2,2.160,0.000,0.000,2.160,6.080,4.000
Linear increase,t28,3,2.240,0.000,0.000,6.240,2.080,4.000
Linear increase,t28,4,2.320,0.000,0.000,0.400,4.000,4.000
Linear increase,t28,5,2.400,0.000,0.000,2.480,3.920,4.000
Linear increase,t28,6,2.480,0.000,0.000,2.400,4.000,4.000
Linear increase,t28,7,2.560,0.000,0.000,2.560,4.000,4.000
Linear increase,t28,8,2.640,0.000,0.000,2.640,4.000,4.000
Linear increase,t28,9,2.720,0.000,0.000,2.720,4.000,4.000
Linear increase,t28,10,2.800,0.000,0.000,2.800,4.000,4.000
Linear increase,t28,11,2.880,0.000,0.000,2.880,4.000,4.000
Linear increase,t28,12,2.960,0.000,0.000,2.960,4.000,4.000
Linear increase,t28,13,3.040,0.000,0.000,3.040,4.000,4.000
Linear increase,t28,14,3.120,0.000,0.000,3.120,4.000,4.000
Linear increase,t28,15,3.200,0.000,0.000,3.200,4.000,4.000
Linear increase,t28,16,3.280,0.000,0.000,3.280,4.000,4.000
Linear increase,t28,17,3.360,0.000,0.000,3.360,4.000,4.000
Linear increase,t28,18,3.440,0.000,0.000,3.440,4.000,4.000
Linear increase,t28,19,3.520,0.000,0.000,3.520,4.000,4.000
Linear increase,t28,20,3.600,0.000,0.000,3.600,4.000,4.000
Linear increase,t28,21,3.680,0.000,0.000,3.680,4.000,4.000
Linear increase,t28,22,3.760,0.000,0.000,3.760,4.000,4.000
Linear increase,t28,23,3.840,0.000,0.000,3.840,4.000,4.000
Linear increase,t28,24,3.920,0.000,0.000,3.920,4.000,4.000
Linear increase,t28,25,4.000,0.000,0.000,4.000,4.000,4.000
Linear increase,t28,26,4.080,0.000,0.000,4.080,4.000,4.000
Linear increase,t28,27,4.160,0.000,0.000,4.160,4.000,4.000
Linear increase,t28,28,4.240,0.000,0.000,4.240,4.000,4.000
Linear increase,t28,29,4.320,0.000,0.000,4.320,4.000,4.000
Linear increase,t28,30,4.400,0.000,0.000,4.400,4.000,4.000
Linear increase,t28,31,4.480,0.000,0.000,4.480,4.000,4.000
Linear increase,t28,32,4.560,0.000,0.000,4.560,4.000,4.000
Linear increase,t28,33,4.640,0.000,0.000,4.640,4.000,4.000
Linear increase,t28,34,4.720,0.000,0.000,4.720,4.000,4.000
Linear increase,t28,35,4.800,0.000,0.000,4.800,4.000,4.000
Linear increase,t28,36,4.880,0.000,0.000,4.880,4.000,4.000
Linear increase,t28,37,4.960,0.000,0.000,4.960,4.000,4.000
Linear increase,t28,38,5.040,0.000,0.000,5.040,4.000,4.000
Linear increase,t28,39,5.120,0.000,0.000,5.120,4.000,4.000
Linear increase,t28,40,5.200,0.000,0.000,5.200,4.000,4.000
Linear increase,t28,41,5.280,0.000,0.000,5.280,4.000,4.000
Linear increase,t28,42,5.360,0.000,0.000,5.360,4.000,4.000
Linear increase,t28,43,5.440,0.000,0.000,5.440,4.000,4.000
Linear increase,t28,44,5.520,0.000,0.000,5.520,4.000,4.000
Linear increase,t28,45,5.600,0.000,0.000,5.600,4.000,4.000
Linear increase,t28,46,5.680,0.000,0.000,5.680,4.000,4.000
Linear increase,t28,47,5.760,0.000,0.000,5.760,4.000,4.000
Linear increase,t28,48,5.840,0.000,0.000,5.840,4.000,4.000
Linear increase,t28,49,5.920,0.000,0.000,5.920,4.000,4.000
Linear increase,t28,50,6.000,0.000,0.000,6.000,4.000,4.000
Linear increase,t28,51,6.080,0.000,0.000,6.000,4.080,4.000
Linear increase,t28,52,6.160,0.000,0.000,6.240,4.000,4.000
Linear increase,t28,53,6.240,0.000,0.000,6.240,4.000,4.000
Linear increase,t28,54,6.320,0.000,0.000,6.320,4.000,4.000
Linear increase,t28,55,6.400,0.000,0.000,6.400,4.000,4.000
Linear increase,t28,56,6.480,0.000,0.000,6.480,4.000,4.000
Linear increase,t28,57,6.560,0.000,0.000,6.520,4.040,4.000
Linear increase,t28,58,6.640,0.000,0.000,6.680,4.000,4.000
Linear increase,t28,59,6.720,0.000,0.000,6.720,4.000,4.000
Linear increase,t28,60,6.800,0.000,0.000,6.800,4.000,4.000
Linear increase,t28,61,6.880,0.000,0.000,6.880,4.000,4.000
Linear increase,t28,62,6.960,0.000,0.000,6.960,4.000,4.000
